Project,File,Key,Comment,,Comment.af,.af,Comment.da,.da,Comment.de,.de,Comment.es,.es,Comment.fi,.fi,Comment.fr,.fr,Comment.hu,.hu,Comment.it,.it,Comment.lt,.lt,Comment.lv,.lv,Comment.nl,.nl,Comment.no,.no,Comment.pl,.pl,Comment.pt,.pt,Comment.ru,.ru,Comment.sk,.sk,Comment.sr,.sr,Comment.tr,.tr,Comment.uk,.uk,Comment.zh-CHS,.zh-CHS
AgOpenGPS,Culture\gStr,gsTermsTwo,,You must make sure that they  receive or can get the source code.  And you must show them these terms so they know their rights. Don't steal others work and call it your own.,,,,Du skal sikre dig  at de modtager eller kan få kildekoden.  Og du skal vise dem disse vilkår  så de kender deres rettigheder. Stjæl ikke andres arbejde og kald det dit eget.,,Sie müssen sicherstellen  dass sie den Quellcode erhalten oder bekommen können. Und Sie müssen ihnen diese Bedingungen zeigen  damit sie ihre Rechte kennen. Stehlen Sie nicht die Arbeit anderer und geben Sie sie als Ihre eigene aus.,,,,Sinun on varmistettava  että he vastaanottavat tai voivat saada lähdekoodin. Ja sinun on näytettävä heille nämä ehdot  jotta he tietävät oikeutensa. Älä varasta muiden töitä ja kutsu sitä omaksesi.,,Vous devez vous assurer qu'ils reçoivent ou peuvent obtenir le code source.  Et vous devez leur montrer ces conditions pour qu’ils connaissent leurs droits. Ne volez pas le travail des autres et ne vous l'approprier pas.,,Meg kell győződnie arról  hogy megkapják vagy hozzá tudnak férni a forráskódhoz. És meg kell mutatnia nekik ezeket a feltételeket  hogy ismerjék jogaikat. Ne lopd el mások munkáját és nevezd a sajátodnak.,,Devi garantire che loro ricevano o possano ottenere il codice sorgente. E devi mostrargli questi terminidi utilizzo in modo che possano sapere i loro diritti. Non rubare il lavoro degli altri e non dire che è tuo.,,Turite įsitikinti  kad jie gauna arba gali gauti šaltinio kodą. Ir jūs turite parodyti jiems šias sąlygas  kad jie žinotų savo teises. Nevokite kitų darbų ir vadinkite jį savo.,,Jums ir jānodrošina  ka viņi saņem vai var iegūt avota kodu. Un jums ir jāparāda viņiem šie nosacījumi  lai viņi zinātu savas tiesības. Nezodziet citu darbu un nepiesaviniet to sev.,,Je moet ervoor zorgen dat ze de broncode ontvangen of kunnen krijgen. En je moet ze deze voorwaarden laten zien  zodat ze hun rechten kennen. Steel geen werk van anderen en noem het je eigen werk.,,Du må sørge for at de mottar eller kan få tilgang til kildekoden. Og du må vise dem disse vilkårene slik at de kjenner sine rettigheter. Stjel ikke andres arbeid og kall det ditt eget.,,Musisz upewnić się  że otrzymają lub mogą uzyskać kod źródłowy. I musisz pokazać im te warunki  aby wiedzieli  jakie mają prawa. Nie kradnij pracy innych i nie nazywaj jej swoją własną.,,,,Вы должны убедиться  что они смогут получить исходный код. И вы должны показать им эти условия  чтобы они знали свои права. Не воруйте чужую работу и не называйте ее своей.,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsToFile,,To File,,zTo File,,Gem  fil,,in Datei,,Al fichero,,Arkistoida,,Sauver,,Végleges,,Al File,,Į failą,,Uz failu,,Naar bestand,,Til fil,,Do pliku,,Arquivar,,В файл,,Do súboru,,U fajl,,Dosyalamak,,В файл,,到文件
AgOpenGPS,Culture\gStr,gsTooFast,,Too Fast,,zToo Fast,,For hurtigt,,Zu schnell,,Demasiado rápida,,Liian nopea,,Trop vite,,Túl gyors,,Troppo veloce,,Per greitai,,Par ātru,,Te snel,,For raskt,,,,Muito rápido,,Слишком быстро,,Príliš rýchlo ,,Prebrzo,,,,Занадто швидко.,,
AgOpenGPS,Culture\gStr,gsToolLeft,,Tool Left,,,,Redskab venstre,,Links,,,,Kone Vasemmalla,,A gauche,,Munkaeszköz balra,,Attrezzo sul lato Sinistro,,Padargas į kairę,,Iekārta pa kreisi,,Werktuig Links,,Redskap venstre,,Narzędzie po lewej,,,,Орудие слева,,,,Mašina levo,,,,,,
AgOpenGPS,Culture\gStr,gsToolOffset,,Tool Offset Direction,,,,Redskab ofset retning,,Maschinenversatz,,,,Koneen siirtymäsuunta,,Décalage d'outil,,Munkaeszköz eltolás irány,,Lato Disallineamento Attrezzo,,Padargo poslinkio pusė,,Iekārtas nobīdes virziens,,Werktuig Offset richting,,Redskap offset retning,,Kierunek przesunięcia narzędzia,,,,Настройка смещения орудия,,,,Pomeraj mašine,,,,,,
AgOpenGPS,Culture\gStr,gsToolRight,,Tool Right,,,,Redskab Højre,,Rechts,,,,Kone Oikealla,,A droite,,Munkaeszköz jobbra,,Attrezzo sul lato Destro,,Padargas į dešinę,,Iekārta pa labi,,Werktuig Rechts,,Redskap høyre,,Narzędzie po prawej,,,,Орудие справа,,,,Mašina desno,,,,,,
AgOpenGPS,Culture\gStr,gsToolsMenu,,Tools Menu,,,,Værktøj Menu,,Maschinen Menu,,,,Työkalut,,Menu outils,,Eszkö menü,,Menu Attrezzi,,Padargų menu,,Rīku izvēlne,,Overig Menu,,Verktøymeny,,Menu narzędzi,,,,,,,,Meni mašine,,,,,,
AgOpenGPS,Culture\gStr,gsTopFieldView,,Top Field View,,zTop Field View,,Mark Oversigt,,Feld Übersicht,,Vista Aérea,,Pellon esikatselu,,Vue du champ,,Terület felülnézete,,Vista Campo Dall'Alto,,Lauko apžvalga,,Lauka skats no augšas,,Bovenaanzicht Perceel,,Fugleperspektiv,, Widok z góry pola,,Visualização do campo superior,,Вид Сверху На Поле,,Pohľad zhora,,Pogled odozgo,,Üst Alan Görünümü,,Польовий вигляд зверху,,俯视田块
AgOpenGPS,Culture\gStr,gsTotal,,Total,,,,,,,,,,Kokonais,,Total,,Összesen,,Totale,,Viso,,Kopā,,Totaal,,Totalt,,,,,,,,,,Ukupno,,,,,,
AgOpenGPS,Culture\gStr,gsTrack,,Track,,,,Sporbredde,,Spur,,,,Raideleveys,,Voie,,Nyom,,Traccia,,Vėžė,,Šķērsbāze,,Spoorbreedte,,Spor,,,,,,Шир. колеи,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsTracks,,Tracks,,,,Lav spor,,Spuren,,,,Luo opastuslinjoja,,Voies,,Nyomok,,Tracce,,Vėžės,,Izveidojiet vadības līnijas,,Maak Geleidingslijnen,,Spor,,,,,,,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsTramLines,,Tram Lines,,zTram Lines,,Plejespor,,Fahrgassen,,Lineas Paralelas,,Ajourat,,Trains de pulvé,,Művelőút,,Corsie di Passaggio,,Technologinės vėžės,,Tehnoloģiskās sliedes,,Spuitpaden,,Sprytespor,,Ścieżki technologiczne,,Linhas de bonde,,Технологическая колея,,Koľajové riadky,,,,Temel İlkeler,,Трамв. колії,,目标路径
AgOpenGPS,Culture\gStr,gsTramWidth,,Tram Width:,,,,Plejespor bredde,,Fahrgassenbreite,,,,Ajourien leveys:,,Trains pulvé,,Művelőút szélessége:,,Larghezza Corsie di Passaggio,,Technologinių v. plotis:,,Attālums starp tehnoloģiskajām sliedēm,,Spuit Breedte:,,Bredde sprøytespor:,,,,,,Ширина тех.колеи,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsTurnABCurveOn,,Turn AB Curve On,,zTurn AB Curve On,,Tænd AB Kurve,,A-B Kurve einschalten,,Activar Curva AB,,Kytke AB -käyrä päälle,,Activer Ligne AB,,AB görbe bekapcsolása,,Curva AB ON,,Įjunkite AB kreivę,,Ieslēdziet AB līkni,,Schakel AB Curve in,,Slå på AB-kurve,,Włącz krzywą AB ,,Ativar curva AB,,Включите кривую AB,,Zapnite AB krivky,,Uključi krivu,,AB Eğrisini Aç,,Увімкніть криву AB,,打开AB曲线
AgOpenGPS,Culture\gStr,gsTurnOffDelay,,Turn Off Delay,,,,,,Ausschaltverzögerung,,,,Poiskytkentäviive,,Coupure (secs),,Kikapcsolás késleltetése,,Ritardo Spegnimento,,Išjunkite uždelsimą,,Izslēgšanās aizkave,,Uitschakel Vertraging,,Slå av forsinkelse,,,,,,Задержка выключения,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsTurnOffRecordedPath,,Turn Off Rec-Path,,,,,,Rec-Pfad ausschalten,,,,Sammuta tallennettu polku,,,,Rögzített útvonal kikapcsolása,,Interrompi registrazione percorso,,Išjunkite važiavimo įrašymą,,Izslēgt ceļa ierakstīšanu,,Zet Pad Uit,,Slå av opptaksbane,,,,,,Выключить,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsTurnOnContourOrMakeABLine,,Turn On Contour of Make AB Line,,zTurn On Contour of Make AB Line,,Tænd AB Linje,,Kontur aktivieren oder A-B Linie erstellen,,Activar el contorno o crear Línea AB,,Kytke päälle reunakäyrä tai AB-linja/käyrä,,Activer le contour ou créer Ligne AB,,AB görbe kontúrjának bekapcsolása,,Attiva Perimetro Oppure Crea Linea AB,,Įjunkite AB linijos kontūrą,,Ieslēdziet kontūru vai izveidojiet AB līniju,,Schakel Contour of AB lijn in,,Slå på kontur eller lag AB-linje,,Włącz kontur linii AB ,,Ativar contorno da linha Make AB,,Включите контур линии AB,,Zapnite kontúry  alebo vytvorte AB líniu,,,,AB Hattı Yap Konturunu Aç,,Увімкнути контур лінії макета AB,,打开轮廓线或设定AB线
AgOpenGPS,Culture\gStr,gsTurnSensor,,Turn Sensor,,,,,,Drehmelder,,,,Kääntöanturi,,Capteur rotation,,Impulzus szenzor,,Sensore rotazione volante,,Posūkio daviklis,,Stūres sensors,,Draai-sensor,,Slå på sensor,,Czujnik skrętu,,,,,,,,Senzor skretanja,,,,,,
AgOpenGPS,Culture\gStr,gsUnit,,Units:,,,,,,Einheiten:,,,,Mitat:,,Unités:,,Egységek:,,Unità:,,Vienetai:,,Vienības:,,Maatvoering:,,Enheter:,,Jednostka:,,,,,,,,Jedinice:,,,,,,
AgOpenGPS,Culture\gStr,gsUnits,,Units,,,,,,Einheiten,,,,Yksiköt (mm / in),,Unités:,,Metrikus/Imperiál,,Unità:,,Metrininė/Britų sistema,,Metriskā/Imperial,,Metrisch/Imperiaal,,Enheter,,Jednostka,,,,,,,,Metrični/imperijalni,,,,,,
AgOpenGPS,Culture\gStr,gsUseSelected,,Use Selected,,zUse Selected,,Brug Valgte,,Ausgewähltes verwenden,,Usar seleccionado,,Käytä valittuja,,Utiliser,,Megnyit,,Utilizzare Quello Selezionato,,Naudoti pasirinktą,,Izmantojiet atlasīto,,gebruik geselecteerde,,Bruk valgt,,Użyj wybranych,,Usar selecionado,,Использовать выбранное,,Použiť vybrané,,Koristi odabrano,,Seçileni Kullan,,Використ.вибране,,使用选定项
AgOpenGPS,Culture\gStr,gsUser1,,User 1,,,,,,,,,,Käyttäjä 1,,Utilisateur 1,,Felhasználó 1,,Utente 1,,Naudotojas 1,,Lietotājs 1,,,,Bruker 1,,User 1,,,,,,,,Korisnik 1,,,,,,
AgOpenGPS,Culture\gStr,gsUser2,,User 2,,,,,,,,,,Käyttäjä 2,,Utilisateur 2,,Felhasználó 2,,Utente 2,,Naudotojas 2,,Lietotājs 2,,,,Bruker 2,,User 2,,,,,,,,Korisnik 2,,,,,,
AgOpenGPS,Culture\gStr,gsUser3,,User 3,,,,,,,,,,Käyttäjä 3,,Utilisateur 3,,Felhasználó 3,,Utente 3,,Naudotojas 3,,Lietotājs 3,,,,Bruker 3,,User 3,,,,,,,,Korisnik 3,,,,,,
AgOpenGPS,Culture\gStr,gsUser4,,User 4,,,,,,,,,,Käyttäjä 4,,Utilisateur 4,,Felhasználó 4,,Utente 4,,Naudotojas 4,,Lietotājs 4,,,,Bruker 4,,User 4,,,,,,,,Korisnik 4,,,,,,
AgOpenGPS,Culture\gStr,gsUturn,,U-Turn,,,,,,,,,,U-käännös,,U-Turn,,Automata forduló,,Svolta Automatica di fine campo,,U apsisukimas,,U-pagrieziens,,U-bocht,,U-sving,,U-Turn,,,,Авторазворот,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsUturnCompensation,,U-Turn Compensation,,,,,,,,,,U-käännöksen Kompensointi,,U-Turn Compensation,,Automata forduló kompenzálása,,Compnensazione Svolta Automatica,,U aspsisukimo kompensavimas,,U-pagrieziena kompensācija,,U-turn Compensatie,,U-sving kompensering,,U-Turn Compensation,,,,,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsUturnExtension,,Set extension length to 2 or 3x Radius,,,,Sæt forlængelseslinjer til 2 eller 3 *  radius,,Stellen Sie die Verlängerungslänge auf 2x oder 3x Radius ein,,,,Jatkeen pituus 2-3X Säde,,Longueur d'anticipation 2 à 3x le rayon,,Állítsd a hosszabbítás távolságát a rádius dupla tripla értékére,,Imposta l'estensione a 2 o 3 volte il Raggio,,Nustatykite pratęsimo ilgį į 2x/3x spindulio ilgį,,Iestatiet pagarinājuma garumu 2 līdz 3 rādiusu garumā,,Extensie Lengte is minimaal 2-3x Radius,,Sett forlengelseslengde til 2 eller 3x radius,,Ustaw długość przedłużenia na 2 lub 3x promień,,,,Установите в 2-3 раза больше радиуса,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsUturnSmooth,,Set Smoothing 3-4x Radius,,,,,,Glättungsradius auf 3-4x einstellen,,,,Pehmennys 3-4X Säde,,Lissage 3 à 4x le rayon,,Állítsd a simítást a rádius három-négyszeres értékére,,Imposta l'appianamento a 3-4 volte il Raggio,,Nustatykite gludinimą 3/4x spindulio ilgiui,,Iestatiet izlīdzināšanu 3 līdz 4 rādiusa garumā,,Minimale afvlakking is 3-4x Radius,,Sett utjevning 3-4x radius,,Ustaw wygładzanie na 3-4x promień,,,,Мин. сглаживание 3-4 радиуса,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsVehiclegroupbox,,Vehicle Type:,,,,Køretøj Type,,Fahrzeugtyp:,,Tipo de vehículo:,,Kulkuneuvon Tyyppi:,,Type de véhicule:,,Jármű típus:,,Tipologia di Veicolo:,,Technikos tipas:,,Transportlīdzekļa tips:,,Voertuig Type:,,Kjøretøy type:,,Typ pojazdu:,,,,Тип транспорта:,,,,Tip vozila:,,,,,,
AgOpenGPS,Culture\gStr,gsWasZero,,Was Zero,,,,,,LWS Nullen,,Calibrar WAS,,WAS nollaus,,Was Zero,,Szögszenzor Nulla,,Azzeramento Sensore Sterzo,,WAS (posūkio kampo daviklio) nulinimas,,WAS (stūres leņķa sensors) atiestatīts uz 0,,0-stellen Stuurhoeksensor,,Nullstill vinkelsensor,,Was Zero,,,,,,,,Nuliranje WAS,,,,,,
AgOpenGPS,Culture\gStr,gsWebCam,,WebCam,,zWebCam,,Kamera,,,,Cámara,,Kamera,,Caméra,,WebKamera,,Telecamera,,Kamera,,Tīmekļa kamera,,,,Webkamera,,Kamerka internetowa,,Webcam,,Вебкамера,,Web kamera,,Kamera,,WebCam,,ВебКамера,,摄像头
AgOpenGPS,Culture\gStr,gsWest,,West,,zWest,,Vest,,Westen,,Oeste,,Länsi,,Ouest,,Nyugat,,Ovest,,Vakarai,,Rietumi,,,,Vest,,Zachód,,Oeste,,Запад,,Západ,,Zapad,,Batı,,Захід,,西
AgOpenGPS,Culture\gStr,gsWheelbase,,Wheelbase:,,,,Akselafstand,,Radstand,,Distancia entre ejes:,,Akseliväli:,,Empattement:,,Tengelytáv:,,Passo,,Ratū bazė:,,Riteņu bāze:,,Wielbasis:,,Akselavstand:,,Rozstaw osi:,,,,Колесная база,,,,Osovina:,,,,,,
AgOpenGPS,Culture\gStr,gsWidth,,Width:,,,,Bredde,,Breite:,,Ancho:,,Leveys:,,Largeur:,,Szélesség,,Larghezza,,Plotis:,,Platums:,,Breedte:,,Bredde,,Szerokość:,,,,Ширина:,,,,Širina:,,,,,,
AgOpenGPS,Culture\gStr,gsWindowsStillOpen,,Windows Still Open,,zWindows Still Open,,Windows stadig åben,,Mindestens ein weiteres Fester ist noch geöffnet,,Hay ventanas abiertas,,Windows on edelleen auki,,Windows toujours ouvert,,A Windows továbbra is nyitva van,,Windows ancora aperto,,Langai vis dar atidaryti,,Logi joprojām ir atvērti,,Vensters nog geopend,,Vinduer er fortsatt åpne,,Okna nadal otwarte,,Janelas ainda abertas,,Окна еще открыты,,,,Prozori su otvoreni,,,,Windows все ще відкриті,,
AgOpenGPS,Culture\gStr,gsWizard,,Wizard,,,,,,Assistent,,Asistente ,,Avustaja,,Assistant,,Varázsló,,Assistente ,,Vedlys,,Vednis,,,,Veiviser,,Wizard,,,,,,,,Pomoćnik,,,,,,
AgOpenGPS,Culture\gStr,gsWizards,,Wizards,,zWizards,,,,Assistenten,,Asistentes de configuración,,Avustajat,,Assistants,,Varázslók,,Assistenti,,Vedliai,,Vedņi,,,,Veivisere,,Kreator,,Feiticeiros,,Мастер настройки,,Pomocníci,,Pomoćnici,,,,Майстер Налаштування,,
AgOpenGPS,Culture\gStr,gsWorkSwitch,,Work Switch,,,,Arbejds kontakt,,Markierungsschalter,,Interruptor de trabajo,,Työkytkin,,Switch de travail,,Munkakapcsoló,,Interruttore Lavorazione,,Darbo mygtukas,,Darba slēdzis,,Werk Schakelaar,,Arbeidsbryter,,Work Switch,,,,Оборудование,,,,Radni prekidač,,,,,,
AgOpenGPS,Culture\gStr,gsWorkWidth,,Width,,,,Arbejdsbredde,,Breite,,Ancho de trabajo,,Leveys,,Largeur,,Szélesség,,Larghezza,,Darbo plotis,,Darba platums,,Werkbreedte,,Arbeidsbredde,,Width,,,,Рабочая ширина,,,,Radna širina,,,,,,
AgOpenGPS,Culture\gStr,gsWorked,,Worked,,,,Bearbejdet,,Bearbeitet,,Trabajado,,Käsitelty,,Travaillé,,Megművelt,,Lavorata,,Dirbta,,Strādāja,,Gedaan,,Bearbeidet,,Worked,,,,,,,,Obrađ.,,,,,,
AgOpenGPS,Culture\gStr,gsXTEChart,,XTE Chart,,zXTE Chart,,,,Abweichung von der Linie (XTE),,Gráfico XTE,,XTE kaavio,,Graph. XTE,,Vonaltartási hiba (XTE) grafikon,,Grafico Errore Traccia,,Diagrama: nuokrypis nuo linijos (XTE),,Novirze no līnijas (XTE),,XTE Grafiek,,XTE-diagram,,Wykres XTE,,Gráfico XTE,,График XTE,,Graf odchýlky,,,,,,Графік XTE,,
AgOpenGPS,Culture\gStr,gsZeroRoll,,Zero Roll,,,,,,IMU kalibrieren,,Calibrar giroscopio,,Gyroskoopin Nollaus,,Calibrer,,Dőlésérzékelő nullázása,,Azzeramento Rollio,,Posvyrio nulinimas,,Slīpuma nulles iestatīšana,,Calibreer Gyroscoop,,Null tilt,,Zero Roll,,,,Обнуление гироскопа,,,,Nuliranje nagiba,,,,,,
AgOpenGPS,Culture\gStr,gsZone,,Zone,,,,,,,,Zona ,,Alue,,Surf.,,Zóna,,Zona,,Zona,,Zona,,,,Sone,,Zone,,,,Зона,,,,Zona,,,,,,
AgOpenGPS,Culture\gStr,gsZones,,Zones,,,,,,,,Zonas,,Alueet,,Surf.,,Zónák,,Zone,,Zonos,,Zonas,,,,Soner,,Zones,,,,Зоны,,,,Zone,,,,,,
AgOpenGPS,Culture\gStr,gsZoomIn,,Zoom In,,,,,,Vergrößern,,Zoom,,Lähennä,,Zoome,,Nagyítás,,Zoom +,,Pritraukti,,Pietuvināt,,,,Zoom inn,,Powiększ,,,,Увеличить,,,,Uvećaj,,,,,,
