Project,File,Key,Comment,,Comment.af,.af,Comment.da,.da,Comment.de,.de,Comment.es,.es,Comment.fi,.fi,Comment.fr,.fr,Comment.hu,.hu,Comment.it,.it,Comment.lt,.lt,Comment.lv,.lv,Comment.nl,.nl,Comment.no,.no,Comment.pl,.pl,Comment.pt,.pt,Comment.ru,.ru,Comment.sk,.sk,Comment.sr,.sr,Comment.tr,.tr,Comment.uk,.uk,Comment.zh-CHS,.zh-CHS
AgOpenGPS,Culture\gStr,gsTermsThree,,"AgOpenGPS is strictly educational software to learn about guidance systems, GPS sentences, and theoretical application of machine control.

It is in no way to be used on real equipment in any circumstance. A simulator is provided to allow the student to safely experience machine guidance.

There are no safety systems in the software and none are implied. 

USE AT OWN RISK.",,,,"AgOpenGPS er udelukkende undervisnings software, til at lære om autostyrings systemer, GPS meddelelser, og teoretisk tildeling af maskin kontrol.

Det må på ingen måde bruges på rigtige maskiner.                                      En simulator er inkluderet for at tilbyde eleven, sikkert at opleve maskin styring.

Der er ingen sikkerhedssystemer i softwaren, og ingen er underforstået. 

ANVENDELSE PÅ EGET RISIKO",,"AgOpenGPS ist eine reine Lernsoftware zum Erlernen von Leitsystemen, GPS-Sätzen und der theoretischen Anwendung der Maschinensteuerung. Es besteht unter keinen Umständen die Möglichkeit, es auf realen Geräten zu verwenden. Damit die Schüler die Maschinenführung auf sichere Weise erleben können, steht ihnen ein Simulator zur Verfügung. Es sind keine Sicherheitssysteme in der Software vorhanden und auch keine impliziert. VERWENDUNG AUF EIGENES RISIKO.",,,,"AgOpenGPS on tiukasti koulutusohjelmisto, jonka avulla voi oppia ohjausjärjestelmistä, 
GPS-lauseista ja koneenhallinnan teoreettisesta soveltamisesta. 

Sitä ei saa missään tapauksessa käyttää todellisissa laitteissa.
Mukana on simulaattori, jonka avulla opiskelija voi kokea koneen ohjauksen turvallisesti. 

Ohjelmistossa ei ole turvajärjestelmiä. 

KÄYTTÖ OMALLA VASTUULLA.",,"AgOpenGPS est un logiciel strictement pédagogique permettant d'apprendre les systèmes de guidage, les phrases GPS et les applications théoriques du contrôle des machines.

Il ne doit en aucun cas être utilisé sur des équipements réels. Un simulateur est disponible pour permettre à l'étudiant d'utiliser en toute sécurité le guidage des machines expérimenté.

Il n'y a aucun système de sécurité dans le logiciel et aucun n'est implicite.

UTILISER À VOS PROPRES RISQUES.",,"Az AgOpenGPS egy szigorúan oktató szoftver, amely a vezet?rendszerek, a GPS-mondatok és a gépvezérlés elméleti alkalmazásának megismerésére szolgál.

Valódi berendezéseken semmilyen körülmények között nem használható. Egy szimulátor segítségével a tanuló biztonságosan tapasztalhatja meg a gépi irányítást.

A szoftverben lév? biztonsági rendszerek ellenére is a gép kezel?je a felel?s az irányításért.

HASZNÁLAT SAJÁT FELEL?SSÉGRE.",,"AgOpenGPS è un software educativo sviluppato per conoscere i sistemi di guida, i messaggi GPS, e l'applicazione teorica del controllo macchine.                                                                                                                                                                          Non deve essere mai utilizzato su veicoli e attrezzature reali. Nel software è presente un simulatore che permette di sperimentare in sicurezza la guida autonoma di un veicolo.                                                                                                             Non ci sono sistemi di sicurezza all'interno del software nè espliciti nè impliciti.                                                            UTILIZZATELO A VOSTRO RISCHIO E PERICOLO.",,"""AgOpenGPS yra griežtai mokomoji programin? ?ranga, skirta sužinoti apie valdymo sistemas, GPS sakinius ir teorin? mašinos valdymo taikym?.

Jokiu b?du jokiu b?du negalima naudoti tikroje ?rangoje. Suteikiamas treniruoklis, kad mokinys gal?t? saugiai patirti mašinos valdym?.

Programin?je ?rangoje n?ra saugos sistem? ir jos n?ra numanomos.

NAUDOJIMAS SAVO RIZIKA.""",,"AgOpenGPS ir tikai izgl?tojoša programmat?ra, lai uzzin?tu par vad?bas sist?m?m, GPS fr?z?m un maš?nu vad?bas teor?tisko pielietojumu.
 
 To nek?d? gad?jum? nedr?kst izmantot re?l?m iek?rt?m. Ir pieejams simulators, lai students var?tu droši apg?t maš?nas vad?bu.
 
 Programmat?r? nav droš?bas sist?mu, un neviena no t?m nav ietverta.
 
 IZMANTOJIET UZ SAVU RISKU.""",,"AgOpenGPS is strikt educatieve software om te leren over geleidingssystemen, GPS-zinnen en theoretische toepassingen van machinebesturing. Het mag in geen geval op echte apparatuur worden gebruikt, in welke omstandigheid dan ook. Er is een simulator beschikbaar om de student veilig machinegeleiding te laten ervaren.
Er zijn geen veiligheidssystemen in de software en er zijn er geen geïmpliceerd.

GEBRUIK OP EIGEN RISICO.",,"AgOpenGPS er strengt pedagogisk programvare for å lære om styringssystemer, GPS-setninger og teoretisk bruk av maskinstyring. Det skal på ingen måte brukes på ekte utstyr under noen omstendigheter. En simulator tilbys for å la studenten trygt oppleve maskinstyring. Det er ingen sikkerhetssystemer i programvaren, og ingen er implisert. BRUK PÅ EGEN RISIKO.",,"AgOpenGPS to wy??cznie edukacyjne oprogramowanie do nauki o systemach nawigacyjnych, zdaniach GPS i teoretycznym zastosowaniu sterowania maszynami.
W ?adnym wypadku nie nale?y go u?ywa? na prawdziwym sprz?cie. Dostarczony jest symulator, aby umo?liwi? uczniowi bezpieczne do?wiadczenie prowadzenia maszyny.
W oprogramowaniu nie ma systemów bezpiecze?stwa i ?adne nie s? sugerowane.
U?YWAJ NA W?ASNE RYZYKO.",,,,"AgOpenGPS - ??? ????????????? ??????????????? ??????????? ???????????, ??????????????? ??? ???????? ?????? ?????????, ?????? GPS ? ?????????????? ?????????? ?????????? ???????. ??? ?? ? ???? ?????? ?? ????????????? ??? ????????????? ?? ???????? ????????????, ?? ??? ????? ???????????????. ??? ????, ????? ??????? ??? ????????? ????????? ???????, ???????????? ?????????. ? ??????????? ??????????? ??? ?????? ????????????, ? ??? ?? ???????????????. ??????????? ?? ???? ????? ? ????.",,,,,,,,,,
AgOpenGPS,Culture\gStr,gsTermsTwo,,"You must make sure that they, receive or can get the source code.  And you must show them these terms so they know their rights. Don't steal others work and call it your own.",,,,"Du skal sikre dig, at de modtager eller kan få kildekoden.  Og du skal vise dem disse vilkår, så de kender deres rettigheder. Stjæl ikke andres arbejde og kald det dit eget.",,"Sie müssen sicherstellen, dass sie den Quellcode erhalten oder bekommen können. Und Sie müssen ihnen diese Bedingungen zeigen, damit sie ihre Rechte kennen. Stehlen Sie nicht die Arbeit anderer und geben Sie sie als Ihre eigene aus.",,,,"Sinun on varmistettava, että he vastaanottavat tai voivat saada lähdekoodin. Ja sinun on näytettävä heille nämä ehdot, jotta he tietävät oikeutensa. Älä varasta muiden töitä ja kutsu sitä omaksesi.",,Vous devez vous assurer qu'ils reçoivent ou peuvent obtenir le code source.  Et vous devez leur montrer ces conditions pour qu’ils connaissent leurs droits. Ne volez pas le travail des autres et ne vous l'approprier pas.,,"Meg kell gy?z?dnie arról, hogy megkapják vagy hozzá tudnak férni a forráskódhoz. És meg kell mutatnia nekik ezeket a feltételeket, hogy ismerjék jogaikat. Ne lopd el mások munkáját és nevezd a sajátodnak.",,Devi garantire che loro ricevano o possano ottenere il codice sorgente. E devi mostrargli questi terminidi utilizzo in modo che possano sapere i loro diritti. Non rubare il lavoro degli altri e non dire che è tuo.,,"Turite ?sitikinti, kad jie gauna arba gali gauti šaltinio kod?. Ir j?s turite parodyti jiems šias s?lygas, kad jie žinot? savo teises. Nevokite kit? darb? ir vadinkite j? savo.",,"Jums ir j?nodrošina, ka vi?i sa?em vai var ieg?t avota kodu. Un jums ir j?par?da vi?iem šie nosac?jumi, lai vi?i zin?tu savas ties?bas. Nezodziet citu darbu un nepiesaviniet to sev.",,"Je moet ervoor zorgen dat ze de broncode ontvangen of kunnen krijgen. En je moet ze deze voorwaarden laten zien, zodat ze hun rechten kennen. Steel geen werk van anderen en noem het je eigen werk.",,Du må sørge for at de mottar eller kan få tilgang til kildekoden. Og du må vise dem disse vilkårene slik at de kjenner sine rettigheter. Stjel ikke andres arbeid og kall det ditt eget.,,"Musisz upewni? si?, ?e otrzymaj? lub mog? uzyska? kod ?ród?owy. I musisz pokaza? im te warunki, aby wiedzieli, jakie maj? prawa. Nie kradnij pracy innych i nie nazywaj jej swoj? w?asn?.",,,,"?? ?????? ?????????, ??? ??? ?????? ???????? ???????? ???. ? ?? ?????? ???????? ?? ??? ???????, ????? ??? ????? ???? ?????. ?? ??????? ????? ?????? ? ?? ????????? ?? ?????.",,,,,,,,,,
AgOpenGPS,Culture\gStr,gsToFile,,To File,,zTo File,,Gem  fil,,in Datei,,Al fichero,,Arkistoida,,Sauver,,Végleges,,Al File,,? fail?,,Uz failu,,Naar bestand,,Til fil,,Do pliku,,Arquivar,,? ????,,Do súboru,,U fajl,,Dosyalamak,,? ????,,???
AgOpenGPS,Culture\gStr,gsTooFast,,Too Fast,,zToo Fast,,For hurtigt,,Zu schnell,,Demasiado rápida,,Liian nopea,,Trop vite,,Túl gyors,,Troppo veloce,,Per greitai,,Par ?tru,,Te snel,,For raskt,,,,Muito rápido,,??????? ??????,,Príliš rýchlo ,,Prebrzo,,,,??????? ??????.,,
AgOpenGPS,Culture\gStr,gsToolLeft,,Tool Left,,,,Redskab venstre,,Links,,,,Kone Vasemmalla,,A gauche,,Munkaeszköz balra,,Attrezzo sul lato Sinistro,,Padargas ? kair?,,Iek?rta pa kreisi,,Werktuig Links,,Redskap venstre,,Narz?dzie po lewej,,,,?????? ?????,,,,Mašina levo,,,,,,
AgOpenGPS,Culture\gStr,gsToolOffset,,Tool Offset Direction,,,,Redskab ofset retning,,Maschinenversatz,,,,Koneen siirtymäsuunta,,Décalage d'outil,,Munkaeszköz eltolás irány,,Lato Disallineamento Attrezzo,,Padargo poslinkio pus?,,Iek?rtas nob?des virziens,,Werktuig Offset richting,,Redskap offset retning,,Kierunek przesuni?cia narz?dzia,,,,????????? ???????? ??????,,,,Pomeraj mašine,,,,,,
AgOpenGPS,Culture\gStr,gsToolRight,,Tool Right,,,,Redskab Højre,,Rechts,,,,Kone Oikealla,,A droite,,Munkaeszköz jobbra,,Attrezzo sul lato Destro,,Padargas ? dešin?,,Iek?rta pa labi,,Werktuig Rechts,,Redskap høyre,,Narz?dzie po prawej,,,,?????? ??????,,,,Mašina desno,,,,,,
AgOpenGPS,Culture\gStr,gsToolsMenu,,Tools Menu,,,,Værktøj Menu,,Maschinen Menu,,,,Työkalut,,Menu outils,,Eszkö menü,,Menu Attrezzi,,Padarg? menu,,R?ku izv?lne,,Overig Menu,,Verktøymeny,,Menu narz?dzi,,,,,,,,Meni mašine,,,,,,
AgOpenGPS,Culture\gStr,gsTopFieldView,,Top Field View,,zTop Field View,,Mark Oversigt,,Feld Übersicht,,Vista Aérea,,Pellon esikatselu,,Vue du champ,,Terület felülnézete,,Vista Campo Dall'Alto,,Lauko apžvalga,,Lauka skats no augšas,,Bovenaanzicht Perceel,,Fugleperspektiv,, Widok z góry pola,,Visualização do campo superior,,??? ?????? ?? ????,,Poh?ad zhora,,Pogled odozgo,,Üst Alan Görünümü,,???????? ?????? ??????,,????
AgOpenGPS,Culture\gStr,gsTotal,,Total,,,,,,,,,,Kokonais,,Total,,Összesen,,Totale,,Viso,,Kop?,,Totaal,,Totalt,,,,,,,,,,Ukupno,,,,,,
AgOpenGPS,Culture\gStr,gsTrack,,Track,,,,Sporbredde,,Spur,,,,Raideleveys,,Voie,,Nyom,,Traccia,,V?ž?,,Š??rsb?ze,,Spoorbreedte,,Spor,,,,,,???. ?????,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsTracks,,Tracks,,,,Lav spor,,Spuren,,,,Luo opastuslinjoja,,Voies,,Nyomok,,Tracce,,V?ž?s,,Izveidojiet vad?bas l?nijas,,Maak Geleidingslijnen,,Spor,,,,,,,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsTramLines,,Tram Lines,,zTram Lines,,Plejespor,,Fahrgassen,,Lineas Paralelas,,Ajourat,,Trains de pulvé,,M?vel?út,,Corsie di Passaggio,,Technologin?s v?ž?s,,Tehnolo?isk?s sliedes,,Spuitpaden,,Sprytespor,,?cie?ki technologiczne,,Linhas de bonde,,??????????????? ?????,,Ko?ajové riadky,,,,Temel ?lkeler,,?????. ?????,,????
AgOpenGPS,Culture\gStr,gsTramWidth,,Tram Width:,,,,Plejespor bredde,,Fahrgassenbreite,,,,Ajourien leveys:,,Trains pulvé,,M?vel?út szélessége:,,Larghezza Corsie di Passaggio,,Technologini? v. plotis:,,Att?lums starp tehnolo?iskaj?m slied?m,,Spuit Breedte:,,Bredde sprøytespor:,,,,,,?????? ???.?????,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsTurnABCurveOn,,Turn AB Curve On,,zTurn AB Curve On,,Tænd AB Kurve,,A-B Kurve einschalten,,Activar Curva AB,,Kytke AB -käyrä päälle,,Activer Ligne AB,,AB görbe bekapcsolása,,Curva AB ON,,?junkite AB kreiv?,,Iesl?dziet AB l?kni,,Schakel AB Curve in,,Slå på AB-kurve,,W??cz krzyw? AB ,,Ativar curva AB,,???????? ?????? AB,,Zapnite AB krivky,,Uklju?i krivu,,AB E?risini Aç,,????????? ????? AB,,??AB??
AgOpenGPS,Culture\gStr,gsTurnOffDelay,,Turn Off Delay,,,,,,Ausschaltverzögerung,,,,Poiskytkentäviive,,Coupure (secs),,Kikapcsolás késleltetése,,Ritardo Spegnimento,,Išjunkite uždelsim?,,Izsl?gšan?s aizkave,,Uitschakel Vertraging,,Slå av forsinkelse,,,,,,???????? ??????????,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsTurnOffRecordedPath,,Turn Off Rec-Path,,,,,,Rec-Pfad ausschalten,,,,Sammuta tallennettu polku,,,,Rögzített útvonal kikapcsolása,,Interrompi registrazione percorso,,Išjunkite važiavimo ?rašym?,,Izsl?gt ce?a ierakst?šanu,,Zet Pad Uit,,Slå av opptaksbane,,,,,,?????????,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsTurnOnContourOrMakeABLine,,Turn On Contour of Make AB Line,,zTurn On Contour of Make AB Line,,Tænd AB Linje,,Kontur aktivieren oder A-B Linie erstellen,,Activar el contorno o crear Línea AB,,Kytke päälle reunakäyrä tai AB-linja/käyrä,,Activer le contour ou créer Ligne AB,,AB görbe kontúrjának bekapcsolása,,Attiva Perimetro Oppure Crea Linea AB,,?junkite AB linijos kont?r?,,Iesl?dziet kont?ru vai izveidojiet AB l?niju,,Schakel Contour of AB lijn in,,Slå på kontur eller lag AB-linje,,W??cz kontur linii AB ,,Ativar contorno da linha Make AB,,???????? ?????? ????? AB,,"Zapnite kontúry, alebo vytvorte AB líniu",,,,AB Hatt? Yap Konturunu Aç,,????????? ?????? ????? ?????? AB,,????????AB?
AgOpenGPS,Culture\gStr,gsTurnSensor,,Turn Sensor,,,,,,Drehmelder,,,,Kääntöanturi,,Capteur rotation,,Impulzus szenzor,,Sensore rotazione volante,,Pos?kio daviklis,,St?res sensors,,Draai-sensor,,Slå på sensor,,Czujnik skr?tu,,,,,,,,Senzor skretanja,,,,,,
AgOpenGPS,Culture\gStr,gsUnit,,Units:,,,,,,Einheiten:,,,,Mitat:,,Unités:,,Egységek:,,Unità:,,Vienetai:,,Vien?bas:,,Maatvoering:,,Enheter:,,Jednostka:,,,,,,,,Jedinice:,,,,,,
AgOpenGPS,Culture\gStr,gsUnits,,Units,,,,,,Einheiten,,,,Yksiköt (mm / in),,Unités:,,Metrikus/Imperiál,,Unità:,,Metrinin?/Brit? sistema,,Metrisk?/Imperial,,Metrisch/Imperiaal,,Enheter,,Jednostka,,,,,,,,Metri?ni/imperijalni,,,,,,
AgOpenGPS,Culture\gStr,gsUseSelected,,Use Selected,,zUse Selected,,Brug Valgte,,Ausgewähltes verwenden,,Usar seleccionado,,Käytä valittuja,,Utiliser,,Megnyit,,Utilizzare Quello Selezionato,,Naudoti pasirinkt?,,Izmantojiet atlas?to,,gebruik geselecteerde,,Bruk valgt,,U?yj wybranych,,Usar selecionado,,???????????? ?????????,,Použi? vybrané,,Koristi odabrano,,Seçileni Kullan,,????????.???????,,?????
AgOpenGPS,Culture\gStr,gsUser1,,User 1,,,,,,,,,,Käyttäjä 1,,Utilisateur 1,,Felhasználó 1,,Utente 1,,Naudotojas 1,,Lietot?js 1,,,,Bruker 1,,User 1,,,,,,,,Korisnik 1,,,,,,
AgOpenGPS,Culture\gStr,gsUser2,,User 2,,,,,,,,,,Käyttäjä 2,,Utilisateur 2,,Felhasználó 2,,Utente 2,,Naudotojas 2,,Lietot?js 2,,,,Bruker 2,,User 2,,,,,,,,Korisnik 2,,,,,,
AgOpenGPS,Culture\gStr,gsUser3,,User 3,,,,,,,,,,Käyttäjä 3,,Utilisateur 3,,Felhasználó 3,,Utente 3,,Naudotojas 3,,Lietot?js 3,,,,Bruker 3,,User 3,,,,,,,,Korisnik 3,,,,,,
AgOpenGPS,Culture\gStr,gsUser4,,User 4,,,,,,,,,,Käyttäjä 4,,Utilisateur 4,,Felhasználó 4,,Utente 4,,Naudotojas 4,,Lietot?js 4,,,,Bruker 4,,User 4,,,,,,,,Korisnik 4,,,,,,
AgOpenGPS,Culture\gStr,gsUturn,,U-Turn,,,,,,,,,,U-käännös,,U-Turn,,Automata forduló,,Svolta Automatica di fine campo,,U apsisukimas,,U-pagrieziens,,U-bocht,,U-sving,,U-Turn,,,,????????????,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsUturnCompensation,,U-Turn Compensation,,,,,,,,,,U-käännöksen Kompensointi,,U-Turn Compensation,,Automata forduló kompenzálása,,Compnensazione Svolta Automatica,,U aspsisukimo kompensavimas,,U-pagrieziena kompens?cija,,U-turn Compensatie,,U-sving kompensering,,U-Turn Compensation,,,,,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsUturnExtension,,Set extension length to 2 or 3x Radius,,,,Sæt forlængelseslinjer til 2 eller 3 *  radius,,Stellen Sie die Verlängerungslänge auf 2x oder 3x Radius ein,,,,Jatkeen pituus 2-3X Säde,,Longueur d'anticipation 2 à 3x le rayon,,Állítsd a hosszabbítás távolságát a rádius dupla tripla értékére,,Imposta l'estensione a 2 o 3 volte il Raggio,,Nustatykite prat?simo ilg? ? 2x/3x spindulio ilg?,,Iestatiet pagarin?juma garumu 2 l?dz 3 r?diusu garum?,,Extensie Lengte is minimaal 2-3x Radius,,Sett forlengelseslengde til 2 eller 3x radius,,Ustaw d?ugo?? przed?u?enia na 2 lub 3x promie?,,,,?????????? ? 2-3 ???? ?????? ???????,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsUturnSmooth,,Set Smoothing 3-4x Radius,,,,,,Glättungsradius auf 3-4x einstellen,,,,Pehmennys 3-4X Säde,,Lissage 3 à 4x le rayon,,Állítsd a simítást a rádius három-négyszeres értékére,,Imposta l'appianamento a 3-4 volte il Raggio,,Nustatykite gludinim? 3/4x spindulio ilgiui,,Iestatiet izl?dzin?šanu 3 l?dz 4 r?diusa garum?,,Minimale afvlakking is 3-4x Radius,,Sett utjevning 3-4x radius,,Ustaw wyg?adzanie na 3-4x promie?,,,,???. ??????????? 3-4 ???????,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsVehiclegroupbox,,Vehicle Type:,,,,Køretøj Type,,Fahrzeugtyp:,,Tipo de vehículo:,,Kulkuneuvon Tyyppi:,,Type de véhicule:,,Járm? típus:,,Tipologia di Veicolo:,,Technikos tipas:,,Transportl?dzek?a tips:,,Voertuig Type:,,Kjøretøy type:,,Typ pojazdu:,,,,??? ??????????:,,,,Tip vozila:,,,,,,
AgOpenGPS,Culture\gStr,gsWasZero,,Was Zero,,,,,,LWS Nullen,,Calibrar WAS,,WAS nollaus,,Was Zero,,Szögszenzor Nulla,,Azzeramento Sensore Sterzo,,WAS (pos?kio kampo daviklio) nulinimas,,WAS (st?res le??a sensors) atiestat?ts uz 0,,0-stellen Stuurhoeksensor,,Nullstill vinkelsensor,,Was Zero,,,,,,,,Nuliranje WAS,,,,,,
AgOpenGPS,Culture\gStr,gsWebCam,,WebCam,,zWebCam,,Kamera,,,,Cámara,,Kamera,,Caméra,,WebKamera,,Telecamera,,Kamera,,T?mek?a kamera,,,,Webkamera,,Kamerka internetowa,,Webcam,,?????????,,Web kamera,,Kamera,,WebCam,,?????????,,???
AgOpenGPS,Culture\gStr,gsWest,,West,,zWest,,Vest,,Westen,,Oeste,,Länsi,,Ouest,,Nyugat,,Ovest,,Vakarai,,Rietumi,,,,Vest,,Zachód,,Oeste,,?????,,Západ,,Zapad,,Bat?,,?????,,?
AgOpenGPS,Culture\gStr,gsWheelbase,,Wheelbase:,,,,Akselafstand,,Radstand,,Distancia entre ejes:,,Akseliväli:,,Empattement:,,Tengelytáv:,,Passo,,Rat? baz?:,,Rite?u b?ze:,,Wielbasis:,,Akselavstand:,,Rozstaw osi:,,,,???????? ????,,,,Osovina:,,,,,,
AgOpenGPS,Culture\gStr,gsWidth,,Width:,,,,Bredde,,Breite:,,Ancho:,,Leveys:,,Largeur:,,Szélesség,,Larghezza,,Plotis:,,Platums:,,Breedte:,,Bredde,,Szeroko??:,,,,??????:,,,,Širina:,,,,,,
AgOpenGPS,Culture\gStr,gsWindowsStillOpen,,Windows Still Open,,zWindows Still Open,,Windows stadig åben,,Mindestens ein weiteres Fester ist noch geöffnet,,Hay ventanas abiertas,,Windows on edelleen auki,,Windows toujours ouvert,,A Windows továbbra is nyitva van,,Windows ancora aperto,,Langai vis dar atidaryti,,Logi joproj?m ir atv?rti,,Vensters nog geopend,,Vinduer er fortsatt åpne,,Okna nadal otwarte,,Janelas ainda abertas,,???? ??? ???????,,,,Prozori su otvoreni,,,,Windows ??? ?? ????????,,
AgOpenGPS,Culture\gStr,gsWizard,,Wizard,,,,,,Assistent,,Asistente ,,Avustaja,,Assistant,,Varázsló,,Assistente ,,Vedlys,,Vednis,,,,Veiviser,,Wizard,,,,,,,,Pomo?nik,,,,,,
AgOpenGPS,Culture\gStr,gsWizards,,Wizards,,zWizards,,,,Assistenten,,Asistentes de configuración,,Avustajat,,Assistants,,Varázslók,,Assistenti,,Vedliai,,Ved?i,,,,Veivisere,,Kreator,,Feiticeiros,,?????? ?????????,,Pomocníci,,Pomo?nici,,,,??????? ????????????,,
AgOpenGPS,Culture\gStr,gsWorkSwitch,,Work Switch,,,,Arbejds kontakt,,Markierungsschalter,,Interruptor de trabajo,,Työkytkin,,Switch de travail,,Munkakapcsoló,,Interruttore Lavorazione,,Darbo mygtukas,,Darba sl?dzis,,Werk Schakelaar,,Arbeidsbryter,,Work Switch,,,,????????????,,,,Radni prekida?,,,,,,
AgOpenGPS,Culture\gStr,gsWorkWidth,,Width,,,,Arbejdsbredde,,Breite,,Ancho de trabajo,,Leveys,,Largeur,,Szélesség,,Larghezza,,Darbo plotis,,Darba platums,,Werkbreedte,,Arbeidsbredde,,Width,,,,??????? ??????,,,,Radna širina,,,,,,
AgOpenGPS,Culture\gStr,gsWorked,,Worked,,,,Bearbejdet,,Bearbeitet,,Trabajado,,Käsitelty,,Travaillé,,Megm?velt,,Lavorata,,Dirbta,,Str?d?ja,,Gedaan,,Bearbeidet,,Worked,,,,,,,,Obra?.,,,,,,
AgOpenGPS,Culture\gStr,gsXTEChart,,XTE Chart,,zXTE Chart,,,,Abweichung von der Linie (XTE),,Gráfico XTE,,XTE kaavio,,Graph. XTE,,Vonaltartási hiba (XTE) grafikon,,Grafico Errore Traccia,,Diagrama: nuokrypis nuo linijos (XTE),,Novirze no l?nijas (XTE),,XTE Grafiek,,XTE-diagram,,Wykres XTE,,Gráfico XTE,,?????? XTE,,Graf odchýlky,,,,,,?????? XTE,,
AgOpenGPS,Culture\gStr,gsZeroRoll,,Zero Roll,,,,,,IMU kalibrieren,,Calibrar giroscopio,,Gyroskoopin Nollaus,,Calibrer,,D?lésérzékel? nullázása,,Azzeramento Rollio,,Posvyrio nulinimas,,Sl?puma nulles iestat?šana,,Calibreer Gyroscoop,,Null tilt,,Zero Roll,,,,????????? ?????????,,,,Nuliranje nagiba,,,,,,
AgOpenGPS,Culture\gStr,gsZone,,Zone,,,,,,,,Zona ,,Alue,,Surf.,,Zóna,,Zona,,Zona,,Zona,,,,Sone,,Zone,,,,????,,,,Zona,,,,,,
AgOpenGPS,Culture\gStr,gsZones,,Zones,,,,,,,,Zonas,,Alueet,,Surf.,,Zónák,,Zone,,Zonos,,Zonas,,,,Soner,,Zones,,,,????,,,,Zone,,,,,,
AgOpenGPS,Culture\gStr,gsZoomIn,,Zoom In,,,,,,Vergrößern,,Zoom,,Lähennä,,Zoome,,Nagyítás,,Zoom +,,Pritraukti,,Pietuvin?t,,,,Zoom inn,,Powi?ksz,,,,?????????,,,,Uve?aj,,,,,,
AgOpenGPS,Culture\gStr,v_AboutIntro,,https://www.youtube.com/watch?v=iN2cZ8avHag,,,,,,,,https://www.youtube.com/watch?v=iN2cZ8avHag,,https://www.youtube.com/watch?v=iN2cZ8avHag,,https://www.youtube.com/watch?v=iN2cZ8avHag,,https://www.youtube.com/watch?v=iN2cZ8avHag,,https://www.youtube.com/watch?v=iN2cZ8avHag,,https://www.youtube.com/watch?v=iN2cZ8avHag,,https://www.youtube.com/watch?v=iN2cZ8avHag,,,,,,https://www.youtube.com/watch?v=iN2cZ8avHag,,,, https://www.youtube.com/watch?v=iN2cZ8avHag,,,,,,https://www.youtube.com/watch?v=iN2cZ8avHag,,https://www.youtube.com/watch?v=iN2cZ8avHag,,https://www.youtube.com/watch?v=iN2cZ8avHag
AgOpenGPS,Culture\gStr,v_RecordedPathForm,,https://www.youtube.com/watch?v=fE3TPRIRSFg,,,,,,,,https://www.youtube.com/watch?v=fE3TPRIRSFg,,https://www.youtube.com/watch?v=fE3TPRIRSFg,,https://www.youtube.com/watch?v=fE3TPRIRSFg,,https://www.youtube.com/watch?v=fE3TPRIRSFg,,https://www.youtube.com/watch?v=fE3TPRIRSFg,,https://www.youtube.com/watch?v=fE3TPRIRSFg,,https://www.youtube.com/watch?v=fE3TPRIRSFg,,,,,,https://www.youtube.com/watch?v=fE3TPRIRSFg,,,, https://www.youtube.com/watch?v=fE3TPRIRSFg,,,,,,https://www.youtube.com/watch?v=fE3TPRIRSFg,,https://www.youtube.com/watch?v=fE3TPRIRSFg,,https://www.youtube.com/watch?v=fE3TPRIRSFg
AgOpenGPS,Culture\gStr,v_SteerSettingsForm,,https://www.youtube.com/watch?v=3SdvYgx8HHc,,,,,,,,https://www.youtube.com/watch?v=3SdvYgx8HHc,,https://www.youtube.com/watch?v=3SdvYgx8HHc,,https://www.youtube.com/watch?v=3SdvYgx8HHc,,https://www.youtube.com/watch?v=3SdvYgx8HHc,,https://www.youtube.com/watch?v=3SdvYgx8HHc,,https://www.youtube.com/watch?v=3SdvYgx8HHc,,https://www.youtube.com/watch?v=3SdvYgx8HHc,,,,,,https://www.youtube.com/watch?v=3SdvYgx8HHc,,,, https://www.youtube.com/watch?v=3SdvYgx8HHc,,,,,,https://www.youtube.com/watch?v=3SdvYgx8HHc,,https://www.youtube.com/watch?v=3SdvYgx8HHc,,https://www.youtube.com/watch?v=3SdvYgx8HHc
AgOpenGPS,Forms\Form_First,label4.Text,,"AgOpenGPS is strictly educational software to learn about guidance systems, GPS sentences, and theoretical application of machine control.

It is in no way to be used on real equipment in any circumstance. A simulator is provided to allow the student to safely experience machine guidance.

There are no safety systems in the software and none are implied. Use at own Risk.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AgOne,Forms\FormPGN,label3.Text,,"Steer Data
From AutoSteer Module
Steer Settings
Steer Config
From AutoSteer Sensors

Machine Data
Machine Config
From Machine Module
Pin Config
Section Dimensions
Matt Switch Module
64 Section On Off

Subnet Scan Reply
Scan Request
Set Subnet

Hello Sent To All
Hello Steer Reply
Hello Machine Reply
Hello IMU Reply
Hello GPS Reply",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
